"MetadataTables","2004-04-25","Ani","Commented out DBObjectDescription table definition."
"MetadataTables","2004-08-27","Alex","Moved spGrantAccess here"
"NeighborTables","2004-08-31","Alex","moved QueryResults here from MyTimeX.sql"
"NeighborTables","2003-05-15","Alex","split off from the photoTables.sql"
"NeighborTables","2003-05-19","Jim","added Match and MatchHead tables"
"NeighborTables","2003-07-08","Ani","Removed references to MatchMiss table from Match/MatchHead text (PR 5464)."
"PhotoTables","2004-08-26","Alex","updated Match and MatchHead"
"PhotoTables","2001-03-03","Alex","separated the Zoom tables and cleanup"
"PhotoTables","2001-03-11","Jim","moved index creation to after end of load."
"PhotoTables","2001-04-15","Jim+Alex","went to uniform naming, moved segment table here"
"PhotoTables","2001-05-01","Jim+Alex","revised to match new csv format."
"PhotoTables","2001-05-15","Alex+Ani+Chris","Modified Segment table to sync with SX"
"PhotoTables","2001-05-15","Alex+Ani+Chris","Modified Field table to point to Segment"
"PhotoTables","2001-05-15","Alex","Changed inconsistent naming of rowc and colc"
"PhotoTables","2001-05-15","Alex","Dropped loadMJD from the Segment, only Objy"
"PhotoTables","2001-05-15","Alex","Changed names of UDFs that compute run, rerun,etc"
"PhotoTables","2001-05-17","Alex","Fixed names in PhotoTag table (objType->type)"
"PhotoTables","2001-05-17","Alex","Fixed field table profiles"
"PhotoTables","2001-05-18","Alex","Removed computed values, inserted real export values"
"PhotoTables","2001-05-18","Alex","Removed insertTime for batch insert mode"
"PhotoTables","2001-05-28","Jim","Revised tag table def, to match photoObj."
"PhotoTables","2001-06-05","Jim","Revised PhotoFlags for int64 layout of EDR "
"PhotoTables","2001-08-15","Alex+Jim","Added comments for PhotoObj documentation"
"PhotoTables","2001-10-03","Alex","Added comments for PhotoObj documentation, added photoZ table"
"PhotoTables","2001-11-05","Alex","Moved PhotoTag into a separate file, and added comments and units"
"PhotoTables","2001-11-06","Alex","Changed name of sxloaderversion to loaderversion in Segment"
"PhotoTables","2001-11-06","Alex","Moved all index cretion into the indexBuild.sql script"
"PhotoTables","2001-11-06","Alex","Created chunk table, changed datatype of chunkNumber to int in Segment"
"PhotoTables","2001-11-06","Alex","Moved all index cretion into the indexBuild.sql script"
"PhotoTables","2001-11-08","Alex","Changed pId to int and Primary Key on photoz table"
"PhotoTables","2001-11-08","Alex","Fixed bigint cast bug in objID functions"
"PhotoTables","2002-01-18","Ani","Added Photo v5.3 fields (PR 2865), added startmu/endmu to seg (PR 2532)"
"PhotoTables","2002-04-19","Ani","Replaced Profile table with PhotoProfile and FieldProfiletables, and deleted profile columns from Field table"
"PhotoTables","2002-04-24","Ani","Commented out USE statement - isqlw specifies DB name now,added loadVersion to Chunk, Segment, Field and PhotoObj tables."
"PhotoTables","2002-05-31","Ani","Removed nDetectedObjects in Field table - it'sapparently been removed from the tsField file."
"PhotoTables","2002-05-01","Ani","Incorporated Adrian's tiling changes (PR 2433)added muErr, nuErr to field table (PR 3132)"
"PhotoTables","2002-05-25","Ani","Fixed bug with field and photo profile clustered indexdefinitions - square brackets added around individualcomponents of clustered index"
"PhotoTables","2002-06-01","Ani","Removed insertTime fields from all tables because bulkinsert wont work with unfilled columns."
"PhotoTables","2002-07-04","Jim","Dropped HTMID from prmiary key of Neighbors table.Now lookup by ObjID is fast (it is the leading field ofthe key)."
"PhotoTables","2002-08-11","Adrian","Updated tiling changes for versioned DB"
"PhotoTables","2002-08-12","Ani","Added Mask table as per Alex/Huan Lin's schema."
"PhotoTables","2002-08-13","Ani","Added ObjMask table to contain atlas image outlines."
"PhotoTables","2002-08-19","Adrian","Commented out SpecObjID in PhotoObj"
"PhotoTables","2002-09-03","Ani","Redefined u,g,r,i,z in PhotoObj to be aliases formodelMags, and added dered_u, dered_g, etc. as thedereddened mags."
"PhotoTables","2002-09-20","Alex","Added UCD keywords with the /K tag and fixed the unitsto comply with CDS"
"PhotoTables","2002-09-24","Ani","Removed primary key creation (Alex had already commentedit out and replicated it in primaryKeys.sql).  This isbecause bulk inserts run much master without primary creation."
"PhotoTables","2002-09-24","Ani","Moved Target and TargetInfo tables here from spectro  tables because they are part of imaging load."
"PhotoTables","2002-09-24","Ani","Commented out id and refcntr in ObjMask, and made spana text field instead of varchar so it can be arbitrary length."
"PhotoTables","2002-09-26","Ani","Added drop tables for preexisting tables and fixed typos."
"PhotoTables","2002-09-26","Alex","removed from Chunk htmDomain and htmSupport, will be different"
"PhotoTables","2002-09-27","Alex","Put back SpecObjID"
"PhotoTables","2002-10-10","Alex","Added zone, changed "is primary" to Mode in zone and Neighbors"
"PhotoTables","2002-10-11","Alex","Changed loadversion to int"
"PhotoTables","2002-11-05","Alex","Changed name of objid functions to short versions"
"PhotoTables","2002-12-11","Alex","removed Primary Key from the Zone table"
"PhotoTables","2003-01-21","Ani","Added sectorID to Target table (PR 4702)"
"PhotoTables","2003-01-25","Jim","added file group remap"
"PhotoTables","2003-02-19","Alex","fixed a bug in fObjidFromSDSS (28->29)"
"PhotoTables","2003-02-21","Ani","Added duplicate to Target (PR #4487)."
"PhotoTables","2003-02-23","Alex","fixed a bug in fDMS: the sign was not handled properly, plus trunc error"
"PhotoTables","2003-02-23","Alex","fixed a bug in fHMS, there was a truncation error in the sec part"
"PhotoTables","2003-05-03","Ani","Changed int sizes of skyV,runrerun,camCol,field,obj to tinyint,smallint,smallint,tinyint,smallint,smallint resp."
"PhotoTables","2003-05-05","Ani","Changed "reddening" to "extinction" in PhotoObjAll,as per PR #5277."
"PhotoTables","2003-05-05","Ani","Added specObjID to Target table (PR # 5278)."
"PhotoTables","2003-05-07","Ani","Changed "fracPSF" to "fracDeV" in PhotoObjAll,as per PR #5299."
"PhotoTables","2003-05-15","Alex","split off Neighbors and Zone tables into neighborTables.sql"
"PhotoTables","2003-05-16","Ani","Added additional functions for extracting componentsfrom ObjIDs, including first field bits (supplied byAdrian Pope).2003-05-20	Adrian, Alex: moved Target and TargetInfo to tilingTables.sql"
"PhotoTables","2003-05-31","Alex","added MaskedObject table, changed FieldStatus to PspStatus"
"PhotoTables","2003-05-31","Alex","added PhotoTag table, "
"PhotoTables","2003-06-03","Alex","moved the fMagToFlux functions here from websupport.sql"
"PhotoTables","2003-08-04","Ani","Fixed doc text for fSDSS to reflect firstfield changes."
"PhotoTables","2003-09-16","Ani","Applied fix to fMagToFluxErr sent by Alex."
"PhotoTables","2003-10-24","Ani","Fixed ROSAT match doc (PR# 5723)."
"PhotoTables","2003-10-24","Ani","Fixed UCDs of specObjID and bestObjID (PR #5724)."
"PhotoTables","2003-11-19","Ani","Added functions fStripeOfRun and fStripOfRun."
"PhotoTables","2003-12-17","Ani","Fixed description of fracDeV as per PR # 5808."
"PhotoTables","2004-02-04","Ani","Changed USNO matching radius to 1.0" instead of 1.5."
"RegionTables","2004-05-26","Ani","Fixed description of parentID for PR #5951."
"RegionTables","2004-03-18","Alex","moved here from spBoundary"
"RegionTables","2004-03-25","Jim","dropped RegionConvexString, added RegionConvex, added comments re sectors etc"
"RegionTables","2004-03-30","Alex","changed column names in RegionConvex"
"RegionTables","2004-03-31","Alex","added RegionArcs table"
"RegionTables","2004-05-06","Alex","merged with SectorSchema.sql"
"RegionTables","2004-05-06","Alex","added spSetDefaultFileGroup commands"
"spBoundary","2004-08-27","Alex","moved here the Rmatrix table"
"spBoundary","2003-06-06","Alex","added Region.area as a placeholder for later "
"spBoundary","2003-06-07","Alex+Adrian","added Region.ismask attribute"
"spBoundary","2003-06-07","Alex+Adrian","added various boundary classes, stillmissing the fine patches in Stripe 82 CHUNK"
"spBoundary","2003-08-04","Ani","Changed TIDOUND->TIGEOM in Region and spCreateBoundary descriptions"
"spBoundary","2003-08-20","Ani","Added RegionConvexString table from Jim."
"spBoundary","2003-11-19","Ani","Added scalar components of fGetLonLat & fMuNuFromEq,i.e., fGetLon, fGetLat and fMuFromEq, fNuFromEq."
"spBoundary","2003-12-12","Ani","Added fLambdaFromEq, fEtaFromEq and changedfMuFromEq and fNuFromEq to take only ra,dec."
"spBoundary","2004-02-11","Alex","Fixed problems with the TIGEOM, also modified theRegion and Convex tables to be more normalized"
"spBoundary","2004-02-11","Alex","Changed the name of Convex to HalfSpace"
"spBoundary","2004-03-06","Alex","Fixed a problem with Souther stripe boundaries,also inserted extra constraint to delimit stripesto a single hemisphere"
"spBoundary","2004-03-06","Alex","added spMakePrimaryBoundary, and the 'PRIMARY' type to Region"
"spBoundary","2004-03-12","Jim","make convexID start at 0"
"spBoundary","2004-03-18","Alex","Spawned off stuff to spCoordinate.sql and thebasic Region tables to RegionSchema.sql"
"spBoundary","2004-03-25","Alex","Fixed another bug in TIGEOM coordtype=2 nu limits"
"spBoundary","2004-03-25","Alex","Fixed bug in CAMCOL, only the shifted runs were written"
"spBoundary","2004-04-28","Alex","Consolidated names to begin with spBoundary*"
"spBoundary","2004-05-25","Alex","fixed a bug in RUNs. Also removed mu/lambda limitsfrom STAVEs, and adjusted PRIMARY accordingly"
"spBoundary","2004-06-01","Alex","added min/max(d_r) to CAMCOL to improve boundaries,changed CHUNK vertical boundaries to match STRIPE"
"spCoordinate","2004-08-25","Alex","added spBoundaryRunBox"
"spCoordinate","2004-02-13","Ani","Fixed bugs in fCoordsFromEq, fLambdaFromEq andfEtaFromEq (PR #5865)."
"spCoordinate","2004-03-18","Alex","extracted coordinate related stuff from spBoundary.sql"
"spCoordinate","2004-06-10","Alex","added support for Galactic coordinates"
"SpectroTables","2004-08-27","Alex","Moved Rmatrix to the RegionTables.sql module"
"SpectroTables","2001-04-15","Jim+Alex","go to uniform names.return from varchar to tile in SpecObj table."
"SpectroTables","2001-05-25","Jim","objType-> type, fiberCounts -> fiberMag"
"SpectroTables","2001-08-15","Jim","replaced SpecObj with SpecObjAll  (some spectra are QA or dups.)Added objID to specObjAllChanged procedure name from getFiberList() to fGetFiberList()"
"SpectroTables","2001-11-06","Alex","changed the way primary keys are laid out, added comments"
"SpectroTables","2001-11-06","Alex","moved specLineNames to the Constants.sql script"
"SpectroTables","2002-04-24","Ani","added loadVersion to Plate and SpecObjAll tables, andcommented out USE statement (isqlw specifies DB name now).Also added taiHMS field to Plate table."
"SpectroTables","2002-05-01","Ani","incorporated Adrian's tiling changes (PR 2433)"
"SpectroTables","2002-08-11","Adrian","modified tiling schema to work with versioned DB"
"SpectroTables","2002-08-20","Adrian","modified HoleObj"
"SpectroTables","2002-09-20","Alex","fixed unit names, also changed tile name in specobj to img"
"SpectroTables","2002-09-20","Alex","Added UCDs to the schema"
"SpectroTables","2002-09-24","Ani","Moved Target and TargetInfo to photoTables.sqlMoved primary key creation to primaryKeys.sql"
"SpectroTables","2002-11-01","Alex","changed loadVersion type to int"
"SpectroTables","2002-11-07","Alex","Changed SpecLine to SpecLineAll"
"SpectroTables","2002-11-16","Alex","added spRerun to PlateX"
"SpectroTables","2002-12-03","Alex","changed Sector2Tile.tile to smallint"
"SpectroTables","2003-01-27","Ani","Made changes to tiling schema as per PR# 4702:renamed TileRegion to TilingRegionrenamed TileInfo to TilingInforenamed TileNotes to TilingNotesrenamed TileBoundary to TilingGeometryadded tinyint "isMask" to TilingGeometryremoved TiBound2TsChunkremoved Target2Sector"
"SpectroTables","2003-01-24","Jim","added file group mapping"
"SpectroTables","2003-01-27","Ani","Made changes to tiling schema as per PR# 4702:renamed TileRegion to TilingRegionrenamed TileInfo to TilingInforenamed TileNotes to TilingNotesrenamed TileBoundary to TilingGeometryadded tinyint "isMask" to TilingGeometryremoved TiBound2TsChunkremoved Target2Sector2003-01-28:	Alex: changed PlateX.version to varchar(32)"
"SpectroTables","2003-01-30","Ani","Increased varchars from 20 to 64 chars in PlateX"
"SpectroTables","2003-02-21","Ani","Added duplicate to TiledTarget (PR #4487)."
"SpectroTables","2003-03-21","Ani","Fix for PR #5016 (Signal-to-noise descriptions in PlateX)"
"SpectroTables","2003-05-05","Ani","Added positional info to TiledTarget (PR #5276)."
"SpectroTables","2003-05-05","Ani","Changed "reddening" to "extinction" in PlateX and Tile,as per PR #5277."
"SpectroTables","2003-05-16","Ani","Added functions to extract components of specObjIDs(supplied by Adrian Pope)."
"SpectroTables","2003-05-20","Adrian+Alex","move Sector, Best2Sector, Sector2Tile, TargetParam,TilingRegion, TilingNotes, TilingGeometry, Tile, TiledTarget,TilingInfo to tilingTables.sql"
"SpectroTables","2003-06-02","Alex","added SpecPhotoAll table"
"SpectroTables","2003-06-04","Adrian+Alex","added SpecPhotoAll.targetMode, SpecPhotoAll.mode"
"SpectroTables","2003-06-07","Jim","added QSO support tables"
"SpectroTables","2003-06-23","Ani","Fixed error in SpecLineAll.category description."
"SpectroTables","2003-06-26","Ani","Fixed spelling of Angstroem->Angstrom"
"SpectroTables","2003-10-24","Ani","Fixed UCDs of specObjID and bestObjID (PR #5724)."
"SpectroTables","2003-11-12","Ani","DR2 spectro changes (PR #5741)."
"spFinish","2004-07-14","Ani","Fix for PR #6088 (QSO catalog descriptions)."
"spFinish","2002-10-29","Jim","split spValidate and spFinish (finish does neighbors and photo-spectro matchup).removed references to sdssdr1."
"spFinish","2002-11-25","Jim","added index build"
"spFinish","2002-12-01","Jim","support *-pub types in spNeighbors"
"spFinish","2002-12-03","Jim","added copy target, targetInfo to spFinishPlatesand set SpecObjAll.SciencePrimary"
"spFinish","2002-12-08","Alex","added spDropIndexAll before creating all indices"
"spFinish","2003-01-28","Alex","eliminated the redundant spFinishPhoto"
"spFinish","2003-01-28","Alex","changed spFinishPlates to spSynchronize"
"spFinish","2003-01-29","Jim","fixed bug in negative dec (should be cos(abs(dec)))fixed bug in native flag of zone (was always 1)this should fix the non-unique neighbors bug."
"spFinish","2003-02-04","Alex","fixed a bug in SpectroPhotoMatch, the update of PhotoObjhad an incorrect join, should be P.objid=PS.PhotoObjId"
"spFinish","2003-05-15","Alex","changed some of the occurrences of PhotoObj to PhotoObjAll"
"spFinish","2003-05-15","Alex","changed neighborObjType to neighborType, etc."
"spFinish","2003-05-25","Alex","changed zone table to select only mode=(1,2) and type=(3,5,6)."
"spFinish","2003-05-26","Jim","only right margin needed in neighbor computationadded code to drop Neighbor/Zone indices if they existadded spBuildMatchTablesmodified spFinish to call spBuildMatchTables if it is a BEST database.modified neighbors code to use spBuildIndex"
"spFinish","2003-06-03","Alex","changed count(*) to count_big(*), and @@rowcount to rowcount_big()"
"spFinish","2003-06-06","Alex+Adrian","added spMatchTargetBest, updated spSpectroPhotoMatch,added spBuildSpecPhotoAll"
"spFinish","2003-06-13","Adrian","updated assignments of sciencePrimary"
"spFinish","2003-06-13","Adrian","added fGetNearbyTiledTargetsEq and spTiledTargetDuplicates"
"spFinish","2003-08-18","Ani","added truncation of Match/MatchHead tables tospBuildMatchTables (see PRs 5571, 5572)."
"spFinish","2003-08-19","Ani","Removed "distinct" from select in MatchHead tableupdate, to fix PR #5592 (matchCount not being set)."
"spFinish","2003-08-20","Ani","Added spLoadPhotoTag to populate PhotoTag table (PR #5573)."
"spFinish","2003-08-20","Ani","Added RegionsSectorsWedges to do regions, sectors andwedges computation (PR #5588)."
"spFinish","2003-08-21","Ani","Fixed bugs in spLoadPhotoTag."
"spFinish","2003-09-23","Ani","Added FINISH group index creation (PR #5677)"
"spFinish","2003-10-12","Ani","Added call to spBuildSpecPhotoAll (PR #5698)"
"spFinish","2004-01-16","Ani","Fixed bugs in spRegionsSectorsWedges (#tile creation)."
"spFinish","2004-01-22","Ani","Fixed bug in TiledTargetDuplicates code (PR #) - removed refs to bestdr1 from spTiledTargetDuplicates andreplaced fHTM_Cover call in fGetNearbyTiledTargetsEqby fHTMCover (HTM v2)."
"spFinish","2004-02-12","Ani","Added @err to spRegionsSectorsWedges to track errors."
"spFinish","2004-08-27","Alex","Added spTableCopy, written by Jim"
"spHTM","2004-08-30","Alex","removed spRegionsSectorsWedges, now done in spSector,also moved spBuildMatchTables and spNeighbors to spNeighbor.sql."
"spHTM","2003-07-17","Ani","Added HTM V2 stuff for Jim/Alex/GeorgeThis is after all the V1 functions"
"spHTM","2003-07-29","Alex+Jim","Added V37 functions toPoint, toVertices."
"spHTM","2003-07-31","Alex+Jim","Moved from  fHTM2_xxx to fHtmxxx for function names.converted fHtmToString from 15,3,1,.. format to (N|S)[0..3]*"
"spHTM","2003-08-18","Ani","Added HTM V2 updates from Jim/Alex/George (PR #5589)."
"spHTM","2003-12-05","Jim","fixed +1 bug in fHtmCover() on HtmEndmoved V1 HTM code to end of file and commented it out."
"spNearby","2004-08-10","Ani","Reset L20 to 20 in HTM call in fHTMLookupXyz, the newinterface didnt work on DR2 testload."
"spNearby","2001-05-15","Alex","Changed to HTMIDstart, HTMIDend"
"spNearby","2001-11-08","Jim","removed PhotoSpectro table join"
"spNearby","2001-11-28","Alex+Jim","documentation "
"spNearby","2001-12-08","Jim","moved *Near* functions to *Near* file.converted to ASIN() rather than cartesian distance."
"spNearby","2002-06-21","Jim+Alex","Added fGetNearbyMosaicEq, fGetNearbyFrameEq, fGetJpegObjectsfor CutOut Service and convereted Mosaic and Frame functions to usetrig rather than dot-product distance. "
"spNearby","2002-09-12","Ani","Fix for skyserver/4233 - replaced "N.*" with "*" in fGetNearestObjEq example"
"spNearby","2002-09-14","Jim+Alex+Ani","Fixed fGetNearest* bug (return nearest object not smalles objIDAdded more and better comments to most routines.Moved spatial functions here from WebSupportAdded fDistanceArcMinEq and fDistanceArcMinXYZRemoved use SkyServerV3"
"spNearby","2002-09-26","Alex","commented out fGetJPEGObjects, since there is no specObjID in photoObj"
"spNearby","2002-10-26","Alex","removed PRIMARY KEY designator from nearby functions, this causedincorrect behaviour with respect to order by distance"
"spNearby","2002-11-26","Alex","removed Mosaic functions"
"spNearby","2003-02-05","Alex","added back the fJpegObjects"
"spNearby","2003-02-19","Alex","added fGetNearestFrameidEq"
"spNearby","2003-02-23","Alex","added objid to fGetJpegObjects, so that we can join with ObjMask"
"spNearby","2003-03-03","Alex","added PlateX to fGetJpegObjects"
"spNearby","2003-04-06","Alex","modified the upper limit on the search radius forfGetJpegObjects, set it to 250 arcsec."
"spNearby","2003-07-09","Jim","converted to HTM V2 functions (that do auto-level selectand that use new syntax for cover).Dropped fGetObjectsWWTRenamed fGetJpegObjects to fGetObjectsEq"
"spNearby","2003-12-03","Jim","for SQL best practices, added distance to frame function resultsfixed select * and Top 1 orderby problems fixed fGetNearbyFrameEq() and fGetNearestFrameEq()"
"spNearby","2004-01-11","Ani","Fixed bug in fGetNearbyObjAllXyZ (join with PhotoTag instead ofPhotoPrimary)Also, created fGetNearbyObjAllEq as "all" version of fGetNearbyObjEq and changed fGetObjFromRect to call that instead."
"spNearby","2004-02-13","Alex","in fGetObjectsEq allowed larger radius for the Plates (flag=16)."
"spNearby","2004-02-19","Ani","Fix for PR #5879, set minimum search radius to 0for fGetNearbyObjEq, fGetNearbyObjAllEq, fGetNearbyObjXYZ and fGetNearbyObjAllXYZ(was 0.1 arcmin before)."
"spNearby","2004-04-02","Ani","Modified spGetNeighbors to call fGetNearbyObjAllEq instead offGetNearbyObjEq, so that all neighbors are returned, not just primaries."
"spNeighbor","2004-05-27","Ani","Added spGetNeighborsPrim and spGetNeighborsAll to have2 versions of spGetNeighbors (which is same as spGetNeighborsAll) for the crossid to call.  This wasto add "All nearby primary objects" option."
"spPublish","2004-08-30","Alex","Moved here spNeighbors and spBuildMatchTables"
"spPublish","2002-11-08","Jim","added INIT clause to backup"
"spPublish","2002-11-10","Jim","commented out detach,reserved DONE status for the end of the step.added spPublishTiling,changed spPublish to spPublishStep,add insert to load history"
"spPublish","2002-11-13","Jim","fixed transaction scope bug in CopyTable"
